Acanthus family,,,,Drosophila suzukii,Fruit flies,,European grapevine moth,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Linden family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Lipstick-tree family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Lizard's-tail family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Loasa family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Logania family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Loosestrife family,Asian Longhorned Beetle,,,,,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Lotus-lily family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Madder family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Magnolia family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Mahogany family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Maidenhair Fern family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Mallow family,Asian Longhorned Beetle,Boll Weevil,Pink Bollworm,Drosophila Suzukii,Fruit flies,,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,Old world bollworm,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Manatee-grass family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Mangosteen family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Maple family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Mare's-tail family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Marsh Fern family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Mayaca family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Meadow-Foam family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Melastome family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Melianthus family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Meranti family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Mezereum family,Asian Longhorned Beetle,,,,,,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Mignonette family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Milkweed family,Asian Longhorned Beetle,,,,,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Milkwort family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Mint family,Asian Longhorned Beetle,,,,,,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Monimia family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Moonseed family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Mormon-tea family,Asian Longhorned Beetle,,,,,,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Morning-glory family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Moschatel family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Mulberry family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,Giant African Snails,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Mustard family,Asian Longhorned Beetle,,,,,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Myoporum family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Myrsine family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Myrtle family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Nasturtium family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Nettle family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Nutmeg family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Ochna family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Ocotillo family,Asian Longhorned Beetle,,,,,,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Olax family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Oleaster family,Asian Longhorned Beetle,,,,,,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Olive family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,Emerald Ash Borer,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Orchid family,Asian Longhorned Beetle,,,,,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Palm family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,Palm weevil,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Panama Hat family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Papaya family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,Giant African Snails,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Passion-flower family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Pea family,Asian Longhorned Beetle,,,,,,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,Old world bollworm,,,Giant African Snails,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,Soybean Rust,
Peony family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Pepper family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,Ralstonia,,
Philydraceae family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Phlox family,Asian Longhorned Beetle,,,,,,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Pine family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,Pine shoot beetle,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Pink family,Asian Longhorned Beetle,,,,,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Pipewort family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Pitcher-plant family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Pittosporum family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Plane-tree family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Plantain family,Asian Longhorned Beetle,,,,,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Plum Yew family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Podocarpus family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Pokeweed family,Asian Longhorned Beetle,,,,,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Polypody family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Pomegranate family,Asian Longhorned Beetle,,,,,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Pondweed family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Poppy family,Asian Longhorned Beetle,,,,,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Posidonia family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Potato family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,Golden Nematodes,Pale Cyst Nematode,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,Dickeya,Potato Virus Y,Potato Wart,Ralstonia,,
Prayer-Plant family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Primrose family,Asian Longhorned Beetle,,,,,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Protea family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Purslane family,Asian Longhorned Beetle,,,,,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Quassia family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Quillwort family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Rafflesia family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Red Mangrove family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
River-weed family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Rock-rose family,Asian Longhorned Beetle,,,,,,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Rose family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Royal Fern family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Rue family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,Citrus Black Spot,Citrus Canker,Huanglongbing <HLB>,Sweet Orange Scab,European Larch Canker,,,,,,,,,,
Rush family,Asian Longhorned Beetle,,,,,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Sabia family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Sago-palm family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Saltwort family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Sandalwood family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Sapodilla family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Saxifrage family,Asian Longhorned Beetle,,,,,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Scheuchzeria family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Schisandra family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Screw-pine family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Sedge family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Sesame family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
She-oak family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,Phyophtora ramorum <Sudden Oak Death>,,,,,,,
Shingle Plant family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Shinleaf family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Shoestring Fern family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Showy Mistletoe family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Silk Tassel family,Asian Longhorned Beetle,,,,,,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Soapberry family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Sonneratia family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Souari family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Spenoclea family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Spiderwort family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Spike-moss family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Spleenwort family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Spurge family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,Giant African Snails,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Stackhousia family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Star-anise family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Stemona family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Stonecrop family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Storax family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Strawberry-shrub family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Sumac family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,European grapevine moth,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Sundew family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Suriana family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Sweetleaf family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Tacca family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Tamarix family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Tape-grass family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Tea family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Teasel family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Theophrasta family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Touch-me-not family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Tree Fern family,Asian Longhorned Beetle,,,Drosophila Suzukii,Fruit flies,,,Gypsy Moth,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Triurus family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Trumpet-creeper family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Turnera family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Valerian family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Verbena family,,,,Drosophila Suzukii,Fruit flies,,European grapevine moth,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Vessel Fern family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Violet family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Walnut family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,Thousand Cankers Disease
Water Chestnut family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Water Fern family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Water Milfoil family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Water-clover family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Water-Hyacinth family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Waterleaf family,,,,Drosophila Suzukii,Fruit flies,,European grapevine moth,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Water-lily family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Water-nymph family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Water-plantain family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Water-poppy family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Water-shield family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Water-starwort family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Waterwort family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Whisk-fern family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Willow family,,,,Drosophila Suzukii,Fruit flies,,European grapevine moth,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Wintera family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Witch-hazel family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Wood Fern family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Wood-Sorrel family,,,,Drosophila Suzukii,Fruit flies,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
Yam family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Yellow-eyed Grass family,,,,,,,,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,,,,,,,,,,,
Yew family,,,,Drosophila Suzukii,Fruit flies,,European grapevine moth,,Japanese Beetles,Light brown apple moth,,,,,,,,Chrysanthemum White Rust,,,,,European Larch Canker,,,,,,,,,,
